,Unnamed: 0.1,Unnamed: 0,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,negative_score,positive_score,neutral_score,compound_score,High,Low,Open,close,volume,adj close,avg High,avg low,avg open,avg close,avg volume,avg adj close,trend
1155,1155,1155,2006,03-05-2022,"SOLAR IND. Q4 : CON. NET PROFIT UP 84 % AT 167 CR (YOY), UP 64 % (QOQ)

REVENUE UP 66 % AT 1316 CR (YOY), UP 29 % (QOQ)

EBITDA UP 60 % AT 262 CR (YOY), UP 48 % (QOQ)

MARGINS AT 20 % V 20.7 % (YOY), 17.5 % (QOQ)",20MICRONS,20 Microns Limited,Miscellaneous,Miscellaneous,EQ,06-Oct-08,5,1,INE144J01027,5,0.0,0.081,0.919,0.5622,80.15000153,84.19999695,77.55000305,83.05000305,83.05000305,180184,102.4600006,104.4799988,99.77999878,101.1300018,101.1300018,200359.8,bearish
1324,1324,1324,2311,13-05-2022,"Gujarat Fluoro reports Q4 earnings

▶️Cons net profit up 96.4% at ₹221.6 cr vs ₹112.8 cr (YoY)

▶️Cons revenue up 27.8% at ₹1074 cr vs ₹840.3 (YoY)

▶️Cons EBITDA up 70% at ₹331.5 cr vs ₹194.9 cr (YoY) 

▶️Cons margin at 30.9% vs 23.2%",GAEL,Gujarat Ambuja Exports Limited,Edible Oils,Edible Oils,EQ,11-Oct-00,1,1,INE036B01030,1,0.0,0.063,0.937,0.4404,288.0,318.0,298.0,307.0499878,306.3907776,1108346,350.5200012,365.9100037,336.6799988,349.8099976,349.0589722,830005.4,bullish
4312,4312,4312,7022,07-11-2022,"Affle India reports #Q2 earnings.

▶️Net Profit up 22.9% At ₹59 Cr Vs ₹48 Cr (YoY)

▶️Revenue up 29% At ₹354.5 Cr Vs ₹274.7 Cr (YoY)

▶️EBITDA up 36.2% At ₹70.7 Cr Vs ₹52 Cr (YoY)

▶️EBITDA margin At 19.9% Vs 18.9% (YoY)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.065,0.935,0.4404,753.0499878,754.0,754.9500122,747.5,738.1151733,4802,896.1,901.1800049,886.4900024,897.7199951,886.4491577,2069.8,bullish
510,510,510,977,22-03-2022,"Just In | Tata Motors to increase prices of its commercial vehicles from 1st April 2022 by 2%-2.5%

#TataMotors #CommercialVehicles #Automobile #PriceHike",JUSTDIAL,Just Dial Limited,Miscellaneous,Miscellaneous,EQ,05-Jun-13,10,1,INE599M01018,10,0.0,0.103,0.897,0.3182,764.4000244,764.4000244,745.0,749.4000244,749.4000244,221112,920.7000122,930.7100098,898.9399902,907.5099976,907.5099976,396805.2,bearish
1680,1680,1680,2899,06-06-2022,"May Auto Sales | Tata Motors JLR UK sales down 40% YoY & down 16% MoM at 4,737 units",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,427.8999939,433.9500122,429.1000061,432.3500061,432.3500061,11896105,528.7700012,533.0600037,521.35,526.7899963,526.7899963,18031563.8,bullish
499,499,499,953,21-03-2022,"Thermax wins new order worth Rs 1,176 crore for sulphur recovery unit; with this #Thermax will most likely end FY22 with an order backlog of Rs 8,000 crore",THERMAX,Thermax Limited,Infrastructure - General,Infrastructure - General,EQ,30-Aug-95,2,1,INE152A01029,2,0.0,0.177,0.823,0.6808,2066.300049,2149.0,2035.300049,2066.350098,2057.522949,182661,2349.67002,2412.7,2321.490015,2359.640015,2349.559937,84784.0,bullish
5228,5228,5228,8328,17-01-2023,"Tata Metaliks reports Q3 earnings.

▶️Net profit down 73.4% at Rs 9.5 cr Vs Rs 35.6 cr (YoY)

▶️Revenue up 14.6% at Rs 790.2 cr Vs Rs 689.9 cr (YoY)

▶️EBITDA down 42.9% at Rs 38.7 cr Vs Rs 67.8 cr (YoY)

▶️Margin at 4.9% Vs 9.8% (YoY)",TATAMETALI,Tata Metaliks Limited,Steel,Steel,EQ,27-May-03,10,1,INE056C01010,10,0.0,0.058,0.942,0.4404,857.7000122,857.7000122,811.0499878,833.5499878,833.5499878,288839,1008.659998,1020.300012,994.5200073,1003.449988,1003.449988,321420.6,bullish
1856,1856,1856,3230,20-06-2022,"""US recession isn't inevitable,"" says US President Joe Biden

The President's team is to meet oil-company CEOs this week where the firm will be asked to justify their profits",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.086,0.089,0.826,0.0258,117.0999985,119.6999969,114.0,113.1500015,111.6443405,245185,150.9999969,153.3799988,145.55,146.85,144.8959045,237383.2,bullish
1388,1388,1388,2420,18-05-2022,"JK Lakshmi reports Q4 earnings. 

▶️Net profit up 18.37% at ₹188.36 cr vs ₹159.13 cr (YoY)

▶️Revenue up 12.3% at ₹1599.8 cr vs ₹1424.3 cr (YoY)

▶️EBITDA up 3.6% at ₹324.48 cr vs ₹313.07 cr (YoY)

▶️EBITDA margin at 20.28% vs 21.98% (YoY)",JKCEMENT,JK Cement Limited,Cement - Major,Cement - Major,EQ,14-Mar-06,10,1,INE823G01014,10,0.0,0.119,0.881,0.6739,2409.0,2450.0,2301.0,2380.850098,2352.86499,68315,2835.490039,2869.35,2761.18999,2828.9,2795.648584,96446.2,bearish
3719,3719,3719,6163,06-10-2022,"Tata Motors September Auto Sales

▶️JLR UK sales down 11.5% at 6,370 units vs 7,196 units (YoY)

▶️JLR UK sales up 4.6% at 6,370 units vs 6,089 units (MoM)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,409.6000061,417.6499939,408.7000122,414.1000061,414.1000061,12771199,485.0,492.25,478.5700012,485.1200012,485.1200012,21131441.2,bearish
2386,2386,2386,3950,25-07-2022,"Karur Vysya Bank reports Q1 earnings

▶️Net profit at ₹228.7 cr vs ₹108.9 cr (YoY)

▶️NII up 16.9% at ₹754.9 cr vs ₹637.9 cr (YoY)

▶️Gross NPA at 5.21% vs 5.96% (QoQ)

▶️Net NPA 1.91% vs 2.28% (QoQ)",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.073,0.927,0.4404,115.6999969,116.6999969,114.5999985,115.1999969,115.1999969,20171737,133.6699982,136.6300003,132.3200012,135.5999985,135.5999985,32873314.4,bullish
3236,3236,3236,5411,07-09-2022,"Coal India (@CoalIndiaHQ) | #Coal production in the 1st five months of the fiscal, highest ever

▶️April 1-September 4 #production up 44.6 mt, crosses previous high of 44.5 mt seen in full year of FY16",COALINDIA,Coal India Limited,Mining,Mining,EQ,04-Nov-10,10,1,INE522F01014,10,0.0,0.0,1.0,0.0,232.9499969,239.3000031,235.0500031,238.8500061,218.9954071,12751679,278.5600006,282.2100006,276.0900024,279.5100037,256.2755096,10048334.4,bearish
1540,1540,1540,2694,29-05-2022,"PNC INFRATECH Q4 : CONS. NET PROFIT UP 64 % AT 247 CR (YOY), UP 198 % (QOQ)

REVENUE UP 19 % AT 2226 CR (YOY), UP 29 % (QOQ)

EBITDA UP 15 % AT 484 CR (YOY), UP 49 % (QOQ)

MARGINS AT 21.75 % V 22.5 % (YOY), 18.89 % (QOQ)",PNCINFRA,PNC Infratech Limited,,,EQ,26-May-15,2,1,INE195J01029,2,0.0,0.081,0.919,0.5622,242.8999939,246.8999939,242.0,240.5,240.0674438,383530,296.1699982,301.4499939,290.2,293.6399963,293.1118622,242817.8,bullish
1217,1217,1217,2125,06-05-2022,"| Reliance Retail Q4

▶️Revenue at Rs 58,019 cr Vs Rs 57,717 Cr (QoQ)

▶️EBITDA At Rs 3,712 Cr Vs Rs 3,835 Cr (QoQ)

▶️EBITDA margin at 6.4% Vs 6.6% (QoQ",RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-Mar-06,5,1,INE330H01018,5,0.0,0.0,1.0,0.0,2.599999905,2.700000048,2.549999952,2.650000095,2.650000095,12176672,3.309999943,3.349999952,3.19000001,3.250000048,3.250000048,8057618.6,bearish
2681,2681,2681,4440,04-08-2022,"Bayer CropScience reports Q1 earnings.

▶️Net profit up 19.3% at Rs 302.6 cr Vs Rs 253.7 cr (YoY)

▶️Revenue up 17.8% at Rs 1,667.4 cr Vs Rs 1,415.9 cr (YoY)

▶️EBITDA up 22.6% at Rs 395.1 cr Vs Rs 322.3 cr (YoY)

▶️Margin at 23.7% Vs 22.8% (YoY)",BAYERCROP,Bayer Cropscience Limited,Pesticides & Agro Chemicals,Pesticides & Agro Chemicals,EQ,08-Jan-10,10,1,INE462A01022,10,0.0,0.058,0.942,0.4404,5296.850098,5318.649902,5465.0,5287.0,5173.563477,8882,6356.17998,6401.919922,6301.949902,6346.0,6185.288281,7817.4,bullish
2993,2993,2993,4999,18-08-2022,RBL Bank sells additional 2.77% stake in Kilburn Engineering,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.0,1.0,0.0,125.6500015,127.0,119.5500031,123.9000015,123.9000015,26352284,146.5800003,149.4799988,145.0200012,147.4100006,147.4100006,31097018.6,bearish
1191,1191,1191,2085,05-05-2022,"From October 1, Delhi govt to provide #electricity #subsidy to only those who ask for it. We will give options to people whether or not they need electricity subsidy, announces Delhi CM Arvind Kejriwal",ARVIND,Arvind Limited,Textiles - Denim,Textiles - Denim,EQ,08-Feb-95,10,1,INE034A01011,10,0.0,0.0,1.0,0.0,122.9499969,124.3000031,117.3000031,122.8000031,122.8000031,580694,150.7899979,153.0100006,145.9,148.8200027,148.8200027,943289.8,bearish
1542,1542,1542,2697,29-05-2022,"SHRIRAM PROP. Q4 : CONS. NET PROFIT 64 CR V 3.1 CR LOSS (YOY), UP 388 % (QOQ)

REVENUE UP 49 % AT 205 CR (YOY), UP 87 % (QOQ)

EBITDA UP 359 % AT 63 cr (YOY),UP 95 % (QOQ)

MARGINS AT 31.03 % V 10.05 % (YOY), 29.8 % (QOQ)",63MOONS,63 moons technologies limited,Computers - Software,Computers - Software,EQ,20-Jun-05,2,1,INE111B01023,2,0.066,0.08,0.854,0.1531,172.1999969,174.6499939,169.5500031,165.1000061,165.1000061,71651,215.6999969,220.0299957,209.7999969,211.7100006,211.7100006,173285.4,bullish
3301,3301,3301,5520,12-09-2022,Happiest Minds Technologies announces expansion of its Noida campus,NOIDATOLL,Noida Toll Bridge Company Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,06-Dec-02,10,1,INE781B01015,10,0.0,0.344,0.656,0.6369,8.600000381,10.25,9.350000381,10.10000038,10.10000038,1565733,9.7,10.68000002,9.360000038,10.27000017,10.27000017,1246820.4,bearish
3324,3324,3324,5548,13-09-2022,"Tata Comm may be under pressure as sources tell CNBC-Awaaz, Cisco’s arm WebEx Communications gets unified licence to provide services across country
Alert: Currently, WebEx Communications provides services with Tata Comm",TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-Apr-95,10,1,INE151A01013,10,0.063,0.137,0.8,0.3818,1264.949951,1278.0,1215.0,1236.050049,1236.050049,1222950,1507.799976,1522.13999,1477.750024,1497.499976,1497.499976,626933.8,bearish
2539,2539,2539,4180,29-07-2022,"Yes Bank to issue up to 184.8 cr equity shares to Carlyle at Rs 13.78/share

@YESBANK  to issue up to 128.4 cr warrants to Carlyle at Rs 14.82/share",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.159,0.841,0.5994,118.4499969,119.75,113.3499985,116.25,116.25,25401430,140.1199997,141.6799988,138.1199997,139.8899994,139.8899994,30290494.8,bullish
953,953,953,1648,18-04-2022,#JustIn | Indiabulls Real Estate raises ₹865 cr at ₹101.10/sh via QIP,IBREALEST,Indiabulls Real Estate Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,23-Mar-07,2,1,INE069I01010,2,0.0,0.0,1.0,0.0,104.3000031,105.0,94.80000305,102.4000015,102.4000015,13952240,134.0900009,135.9799988,129.8999985,131.8800003,131.8800003,16876523.0,bearish
4846,4846,4846,7824,14-12-2022,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-Apr-95,10,1,INE151A01013,10,0.0,0.186,0.814,0.4939,1370.0,1379.949951,1304.300049,1359.550049,1359.550049,954600,1554.4,1586.059985,1535.610034,1565.46001,1565.46001,1066962.4,bearish
4330,4330,4330,7060,08-11-2022,"Dalmia Bharat Sugar Q2 | #2QWithCNBCTV18

🧂 Net profit down 80.2% at Rs 11.7 cr Vs Rs 59.2 cr (YoY)

🧂 Revenue down 20.3% at Rs 578.9 cr Vs Rs 725.9 cr (YoY)

🧂 EBITDA down 91.4% at Rs 7.4 cr Vs Rs 85.7 cr (YoY)

🧂 EBITDA margin at 1.3% Vs 11.8% (YoY)",BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-Nov-06,10,1,INE464A01028,10,0.0,0.057,0.943,0.4404,2210.0,2374.0,2270.0,2324.350098,2324.350098,49445,2793.730029,2854.17998,2722.3,2767.500098,2767.500098,37866.8,bearish
732,732,732,1332,01-04-2022,"March #AutoSales |  Tata Motors reports total domestic auto sales at 86,718 Units against Nomura’s estimate of 85,300 units",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,434.0,442.25,441.2999878,441.1499939,441.1499939,19380324,522.6900024,526.8700012,516.65,521.8100037,521.8100037,20470181.6,bullish
1156,1156,1156,2008,03-05-2022,"RAMKRISHNA FORGINGS Q4 : CONS. NET PROFIT UP 143 % AT 83  CR (YOY), UP 85 % (QOQ)

REVENUE UP 38 % AT 718 CR (YOY), UP 20 % (QOQ)

EBITDA UP 39 % AT 45 CR (YOY), UP 61 % (QOQ)

MARGINS AT 20.5 % V 20.3 % (YOY), 15.19 % (QOQ)",20MICRONS,20 Microns Limited,Miscellaneous,Miscellaneous,EQ,06-Oct-08,5,1,INE144J01027,5,0.0,0.164,0.836,0.8331,80.15000153,84.19999695,77.55000305,83.05000305,83.05000305,180184,102.4600006,104.4799988,99.77999878,101.1300018,101.1300018,200359.8,bearish
5343,5343,5343,8474,26-01-2023,"Asahi India reports Q3 earnings

▶️Net profit down 16.3% at ₹83.9 cr vs ₹100.2 cr (YoY)

▶️Revenue up 21.7% at ₹1,009.6 cr vs ₹829.3 cr (YoY)

▶️EBITDA down 12.6% at ₹188.4 cr vs ₹215.6 cr (YoY)

▶️EBITDA margin at 18.7% vs 26% (YoY)",ASAHIINDIA,Asahi India Glass Limited,Glass & Glass Products,Glass & Glass Products,EQ,18-Mar-98,1,1,INE439A01020,1,0.0,0.065,0.935,0.4404,495.0,509.0,472.2999878,493.8999939,493.8999939,222776,607.4099976,615.9,598.3399963,605.0799927,605.0799927,112115.2,bearish
3294,3294,3294,5512,12-09-2022,"JustIn | S&P Global reaffirms 'BBB-/A-3' rating on SBI, outlook stable",GLOBALVECT,Global Vectra Helicorp Limited,Misc,Misc,EQ,27-Oct-06,10,1,INE792H01019,10,0.0,0.196,0.804,0.296,56.84999847,61.90000153,57.09999847,59.0,59.0,154802,67.08000031,70.28000107,66.12000122,67.50000076,67.50000076,71256.6,bearish
2982,2982,2982,4981,18-08-2022,Tata Motors (@TataMotors) wins order of 921 electric buses in Bengaluru,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.27,0.73,0.5719,484.0,486.7999878,468.1000061,484.7999878,484.7999878,12070974,576.5599976,583.25,570.1200073,577.9599915,577.9599915,16887451.4,bearish
5161,5161,5161,8248,11-01-2023,"Castrol India completes acquisition of 7.09% stake in ki Mobility Solutions

Alert: ki Mobility is a part of TVS Mobility group",CASTROLIND,Castrol India Limited,Lubricants,Lubricants,EQ,14-Mar-14,5,1,INE172A01027,5,0.0,0.178,0.822,0.4404,126.0,126.3000031,123.5,125.4499969,125.4499969,286397,152.0899994,153.0400024,149.1800003,151.1999985,151.1999985,838937.8,bearish
2156,2156,2156,3610,11-07-2022,Union Bank of India | Hikes lending rates by 10 bps across loan tenures,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.0,1.0,0.0,104.9000015,109.9499969,108.0999985,109.5500031,109.5500031,34213586,121.2199997,124.6899994,120.5899979,123.3399994,123.3399994,37380146.0,bearish
1062,1062,1062,1857,27-04-2022,"Indian Hotels report Q4 earnings.

▶️Net profit of Rs 74.19 cr vs loss of Rs 91.3 cr (YoY)

▶️Revenue up 41.8% at Rs 872.1 cr vs Rs 615.02 cr (YoY)

▶️EBITDA at Rs 158.98 cr vs Rs 71.31 cr (YoY)

▶️EBITDA margin at 18.23% vs 11.59% (YoY)",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0.046,0.058,0.896,0.1531,415.0,415.0,407.6499939,410.3500061,383.4026489,83821,526.6,533.7199951,508.4599976,514.9600037,481.1429993,152107.2,bullish
2616,2616,2616,4322,03-08-2022,#JustIn | Inox Wind bags order of 200 MW from NTPC Renewable Energy,ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-Nov-07,10,1,INE306C01019,10,0.0,0.16,0.84,0.2732,17.20000076,17.35000038,16.14999962,17.0,17.0,103952,20.32000046,20.68999977,19.75000038,20.15000038,20.15000038,118767.6,bearish
1167,1167,1167,2030,04-05-2022,European Union proposes total ban on Russian oil.,UNIONBANK,Union Bank of India,Banks - PSU,Banks - PSU,EQ,24-Sep-02,10,1,INE692A01016,10,0.34,0.0,0.66,-0.5574,38.75,39.0,36.65000153,37.34999847,35.38420868,8219778,47.49000015,47.80999985,46.33999939,46.70999908,44.25157928,8595396.4,bearish
3222,3222,3222,5393,06-09-2022,"RITES (@RITESLIMITED) bags order worth ₹92.7 crore from GMRC

▶️ Alert: GMRC is Gujarat Metro Rail Corporation",GAEL,Gujarat Ambuja Exports Limited,Edible Oils,Edible Oils,EQ,11-Oct-00,1,1,INE036B01030,1,0.0,0.215,0.785,0.4767,270.0,272.3999939,269.0,271.1499939,271.1499939,302480,331.0799988,335.8399963,324.7199951,327.6,327.6,576632.6,bullish
3636,3636,3636,6062,30-09-2022,"The government has set the #limit for sale of #sugar by mills at 2.35 mt in October, unchanged from September",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.0,0.0,1.0,0.0,137.8500061,141.3500061,136.0,139.8000031,139.8000031,185590,166.7799988,170.1600006,161.9399994,164.9399994,164.9399994,219496.8,bearish
2938,2938,2938,4911,16-08-2022,Rare Enterprises buys 10% stake in Singer India,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.0,1.0,0.0,742.0499878,750.0499878,715.0,727.25,718.1194458,5860,902.8799927,913.0699951,888.5599976,894.5099854,883.2794678,4397.8,bearish
4491,4491,4491,7301,15-11-2022,"Our export revenue benefited from the restoration of a new distributor in Saudi. Standing at Rs 2,800 crores worth of inventory currently, Ashish Jain of KRBL to CNBC-TV18",JISLDVREQS,Jain Irrigation Systems Limited,Plastics,Plastics,EQ,30-Nov-11,2,1,IN9175A01010,2,0.0,0.068,0.932,0.2263,19.25,19.5,18.79999924,19.0,19.0,40058,23.55,24.11000061,22.80999985,23.34000015,23.34000015,157589.4,bearish
3140,3140,3140,5260,01-09-2022,Ambuja Cement Large Trade | 36.63 lakh shares (0.2% equity) worth ₹151 crore change hands at ₹411/share,AMBUJACEM,Ambuja Cements Limited,Cement - Major,Cement - Major,EQ,18-Feb-98,2,1,INE079A01024,2,0.0,0.227,0.773,0.4767,409.6000061,413.7999878,405.5499878,409.7999878,409.7999878,10762759,484.5700012,490.9399963,478.6900024,485.7299988,485.7299988,13287688.6,bullish
4980,4980,4980,7985,23-12-2022,Vedanta says co is declared preferred bidder for Bicholim Mineral Block-1 in Goa having resources of 84.92 mt,GOACARBON,Goa Carbon Limited,Chemicals,Chemicals,EQ,05-Jun-07,10,1,INE426D01013,10,0.0,0.0,1.0,0.0,502.0,502.0,492.0,490.7999878,490.7999878,44859,651.2599976,660.9,623.1699951,635.5400024,635.5400024,70959.8,bullish
143,143,143,318,27-02-2022,"Breaking: The Russian Government website,  is down - BY ANONYMOUS.

UK considering banning Russian ships from British ports - The Guardian.

BREAKING: EU states involved by providing Ukraine with fighter jets.

BREAKING: Kosovo asks the US for a permanent military base and requests NATO membership.

Switzerland, which is traditionally a neutral country, will ""very likely"" join other countries in sanctioning Russia, president says.

#Switzerland #Ukraine #USA #Russia",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.0,0.063,0.937,0.4728,132.6999969,137.6000061,133.5500031,136.1999969,134.387619,450892,161.9599976,167.0600037,156.4099991,161.4300018,159.2818954,658500.4,bullish
3577,3577,3577,5970,28-09-2022,"Tata Motors (@TataMotors) launches the Tiago EV, variants to be priced between ₹8.49 lakhs to ₹11.79 lakhs ex-showroom",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,394.8999939,406.6000061,399.6000061,399.1000061,399.1000061,18114880,501.1299988,506.2,488.9899963,495.6700012,495.6700012,22230405.6,bullish
4946,4946,4946,7926,20-12-2022,Axiscades Tech renews contract with #Airbus for engineering services,TECHM,Tech Mahindra Limited,Computers,Computers,EQ,28-Aug-06,5,1,INE669C01036,5,0.0,0.0,1.0,0.0,1025.0,1025.0,1020.25,1017.950012,1017.950012,2149130,1242.159998,1252.419995,1225.230005,1239.809985,1239.809985,3165110.6,bullish
2782,2782,2782,4651,09-08-2022,"GRANULES Q1:CONS NET PROFIT UP 6 % AT 127 CR (YOY),UP 15 % (QOQ)

REVENUE UP 20 % AT 1019 CR  (YOY) ,DOWN 1  % (QOQ)

EBITDA UP 5 % AT 211 CR (YOY),UP 10 %(QOQ) 

MARGINS AT 20.7 % V 23.6 % (YOY), 18.7 % (QOQ)",20MICRONS,20 Microns Limited,Miscellaneous,Miscellaneous,EQ,06-Oct-08,5,1,INE144J01027,5,0.0,0.097,0.903,0.5622,109.4499969,115.4499969,107.6500015,111.1500015,111.1500015,1687369,119.8899994,128.6600006,116.6399994,123.6599991,123.6599991,1525650.6,bearish
717,717,717,1325,01-04-2022,"Hindustan Petroleum Corporation Ltd Executive Director Rakesh Misri retires

@HPCL",HCC,Hindustan Construction Company Limited,Construction,Construction,EQ,01-Apr-03,1,1,INE549A01026,1,0.0,0.0,1.0,0.0,15.69999981,17.14999962,16.70000076,16.79999924,16.79999924,11904478,19.63999958,20.15999985,19.11000004,19.46999989,19.46999989,10502186.4,bullish
1819,1819,1819,3165,17-06-2022,"Rajesh Exports | to set up e-display unit in Telangana with a ₹24,000 crore investment",RAJESHEXPO,Rajesh Exports Limited,Jewellery,Jewellery,EQ,09-Feb-00,1,1,INE343B01030,1,0.0,0.0,1.0,0.0,530.0,573.9000244,544.0,564.0499878,563.1033325,1421892,642.6800049,665.0800049,630.9099976,649.8799927,648.7892944,986044.0,bearish
2502,2502,2502,4125,28-07-2022,"IIFL Securities reports Q1 earnings.

▶️Net profit down 36.7% at Rs 43.6 cr Vs Rs 68.8 cr (YoY)

▶️Revenue up 16.3% at Rs 291.5 cr Vs Rs 250.6 cr (YoY)",IIFL,IIFL Finance Limited,Finance,Finance,EQ,17-May-05,2,1,INE530B01024,2,0.0,0.154,0.846,0.6249,349.5499878,363.75,343.1499939,352.4500122,349.5883484,1207813,413.3199951,422.3200012,409.0799988,414.3699951,411.0055786,496260.6,bearish
