,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
4868,7847,2022-12-14,Power Grid (@pgcilindia) #Directors panel approves Rs 330.61 cr investment for #Rajasthan project,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
4869,7849,2022-12-14,JB Chemicals & Pharma board approves #acquisition of Glenmark’s #Razel franchise for Rs 313.7 crore,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,29-APR-2003,2,1,INE572A01028,2
4870,7850,2022-12-14,"Dilip Buildcon | RBL-DBL JV executes contract agreement worth Rs 1,061 cr with Gujarat Metro Rail Corporation (#GMRC)",DBL,Dilip Buildcon Limited,,,EQ,11-AUG-2016,10,1,INE917M01012,10
4871,7852,2022-12-15,"Fertiliser stocks see a sharp surge, Madras Fert up more than 17%, FACT & Mangalore Chem rise over 8% each",MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Fertilisers,Fertilisers,EQ,22-OCT-2007,10,1,INE558B01017,10
4872,7858,2022-12-15,"#JustIn | L&T bags order in the range of ₹1,000-2,500 cr",L&TFH,L&T Finance Holdings Limited,Finance,Finance,EQ,12-AUG-2011,10,1,INE498L01015,10
4873,7860,2022-12-15,"Kalpataru Power bags new orders worth ₹1,397 crore",KALPATPOWR,Kalpataru Power Transmission Limited,Power,Power,EQ,15-DEC-2000,2,1,INE220B01022,2
4874,7861,2022-12-15,Bharti Airtel partners Tech Mahindra to deploy Captive Pvt Network at its Chakan Facility,BHARTIARTL,Bharti Airtel Limited,Telecommunications - Service,Telecommunications - Service,EQ,15-FEB-2002,5,1,INE397D01024,5
4875,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4876,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4877,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4878,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4879,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4880,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4881,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4882,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4883,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4884,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4885,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4886,7862,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-SEP-2003,10,1,INE670A01012,10
4887,7863,2022-12-15,"eClerx Services reduces buyback price to ₹1,750 from ₹1,900/sh",ECLERX,eClerx Services Limited,Services,Services,EQ,31-DEC-2007,10,1,INE738I01010,10
4888,7864,2022-12-15,MaxHealth board approves ₹300 crore fund for arm Max Hospitals & allied services. Transfer of Gurugram land parcel has been cancelled by Haryana Shehri Vikas Pradhikaran (HSVP),MAXVIL,Max Ventures and Industries Limited,,,EQ,22-JUN-2016,10,1,INE154U01015,10
4889,7865,2022-12-15,Arfin India bags #export order from #steel plant of #SaudiArabia worth ₹350 crore,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
4890,7866,2022-12-15,Hindustan Foods to #acquire Reckitt Benckiser Healthcare India’s #Khasra manufacturing facility for Rs 156 crore,HCC,Hindustan Construction Company Limited,Construction,Construction,EQ,01-APR-2003,1,1,INE549A01026,1
4891,7868,2022-12-15,"Indian Renewable Energy Development Agency (#IREDA) signs Rs 4,450 cr #loan pact with #SJVN Green Energy for 1,000 MW #solar project at #Bikaner",ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-NOV-2007,10,1,INE306C01019,10
4892,7869,2022-12-15,#JustIn | Bank of England (@bankofengland) hikes interest rates by 50 bps to 3.5%,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
4893,7870,2022-12-15,Infosys to announce #Q3 results on January 12,INFY,Infosys Limited,Computers - Software,Computers - Software,EQ,08-FEB-1995,5,1,INE009A01021,5
4894,7871,2022-12-15,"Deepak Fertilisers board gives in-principle approval to the scheme of arrangement between STL, DMSPL & MFTPL
 
⭕️Alert: STL is Smartchem Technologies

⭕️Alert: DMSPL is Deepak Mining Services 

⭕️Alert: MFTPL is Mahadhan Farm Technologies",DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,Chemicals,EQ,17-JAN-2003,10,1,INE501A01019,10
4895,7872,2022-12-15,"Incredible that market has been steady even as #FIIs sold $30 billion. #Power of #domestic buying kept the market afloat, says S Naren, CIO, ICICI Pru AMC          

Did not #anticipate the 20% rally from June lows on local #buying, he added.",ICICIBANK,ICICI Bank Limited,Miscellaneous,Miscellaneous,EQ,17-SEP-1997,2,1,INE090A01021,2
4896,7873,2022-12-15,"Hindustan Petroleum (@HPCL) board approves raising up to Rs 10,000 cr via #NCDs on a private placement basis",HCC,Hindustan Construction Company Limited,Construction,Construction,EQ,01-APR-2003,1,1,INE549A01026,1
4897,7875,2022-12-15,"Shriram Transport board to consider interim #dividend, #fund raising on December 24",SHRIRAMCIT,Shriram City Union Finance Limited,,,EQ,04-APR-2005,10,1,INE722A01011,10
4898,7876,2022-12-15,KPI Green signs long-term Power Purchase Agreement (PPA) for sale of 7.50 MW #solar power with Tata Motors (@TataMotors),PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
4899,7878,2022-12-15,"India November trade #deficit at $23.89 bn Vs $21.23 bn (YoY)
 
⭕️India November #exports at $31.99 bn Vs $31.80 bn (YoY) 

⭕️India November #imports at $55.88 bn Vs $53.03 bn (YoY)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
4900,7879,2022-12-16,"EIL bags order for 30,000 mtpa Polysilicon & 500 mtpa Monosilane project from Mundra Solar",SOLARINDS,Solar Industries India Limited,Electric Equipment,Electric Equipment,EQ,03-APR-2006,2,1,INE343H01029,2
4901,7880,2022-12-16,Reliance is biggest beneficiary to a sharp cut in #windfalltax on diesel & ATF,RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-MAR-2006,5,1,INE330H01018,5
4902,7883,2022-12-16,"SIP flows are extremely strong, non-SIP flows going into #debt instruments. Overnight debt #funds now yielding 6%. Multi-asset products #invest in #equity, #debt, #gold, #InvITs, says S Naren of ICICI Prudential AMC in a #CNBCTV18Exclusive interview to @_prashantnair",ICICIBANK,ICICI Bank Limited,Miscellaneous,Miscellaneous,EQ,17-SEP-1997,2,1,INE090A01021,2
4903,7884,2022-12-16,Patel Engg Board approves fund raise of ₹350 cr via rights issue,PATELENG,Patel Engineering Limited,,,EQ,24-FEB-2005,1,1,INE244B01030,1
4904,7885,2022-12-16,TVS Motor launches TVS RR 310 & TVS RTR 200 at Expo Moto in Mexico,TVSELECT,TVS Electronics Limited,Tyres,Tyres,EQ,26-DEC-2003,10,1,INE236G01019,10
4905,7886,2022-12-16,Equitas SFB gets RBI nod for acquisition of shares in bank by Franklin Templeton MF,EQUITAS,Equitas Holdings Limited,Finance - General,Finance - General,EQ,21-APR-2016,10,1,INE988K01017,10
4906,7887,2022-12-16,Dilip Buildcon receives letter of acceptance for ₹976 Cr #NHAI order,DBL,Dilip Buildcon Limited,,,EQ,11-AUG-2016,10,1,INE917M01012,10
4907,7888,2022-12-16,L&T wins two ‘significant’ orders for its hydrocarbon business,L&TFH,L&T Finance Holdings Limited,Finance,Finance,EQ,12-AUG-2011,10,1,INE498L01015,10
4908,7892,2022-12-16,India successfully test fires Agni-5 nuclear-capable ballistic missile,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
4909,7893,2022-12-16,Infosys to announce Q3 results on Jan 12,INFY,Infosys Limited,Computers - Software,Computers - Software,EQ,08-FEB-1995,5,1,INE009A01021,5
4910,7894,2022-12-16,"The National Commission for Protection of Child Rights (@NCPCR_) issues #summons to Byju's CEO over allegations of hard selling its courses, exploiting students",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
4911,7895,2022-12-16,"#JustIn | Bengaluru Metropolitan Transport Corporation (#BMTC) signs agreement with Tata Motors’ arm, #TML Smart City Mobility Solutions, for operating 921 #electric buses in #Bengaluru

@TataMotors",CUB,City Union Bank Limited,Miscellaneous,Miscellaneous,EQ,25-AUG-1998,1,1,INE491A01021,1
4912,7896,2022-12-16,"JSW Infra likely to file IPO #DRHP by January/February 2023, launch #IPO by May 2023, sources tell @YashJain88 

⭕️Alert: JSW Infra is among top 5 #port cos in India & operates #seaports & #terminals

⭕️Alert: CNBC-TV18 have written to #JSWInfra, awaiting company's response",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
4913,7898,2022-12-16,"Tech Mahindra (@tech_mahindra) approves sale of 100% stake in #Dynacommerce Holdings B.V. for €6.6 m

⭕️Company to sell Dynacommerce Commerce to #Comviva Netherlands B.V.",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-JAN-1996,5,1,INE101A01026,5
4914,7899,2022-12-16,"Dilip Buildcon receives Letter of Acceptance (LoA) for Rs 1,647 cr NHAI (@NHAI_Official) order",DBL,Dilip Buildcon Limited,,,EQ,11-AUG-2016,10,1,INE917M01012,10
4915,7900,2022-12-17,PSUs hire ICICI Securities to sell stakes in PTC India,ICICIBANK,ICICI Bank Limited,Miscellaneous,Miscellaneous,EQ,17-SEP-1997,2,1,INE090A01021,2
4916,7902,2022-12-17,"Yes Bank concludes transfer of identified NPA portfolio to JC Flowers ARC. Identified stress pool of ₹48,000 cr as on March 31 & adjusted net of recoveries as on November 30 transferred",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
4917,7903,2022-12-17,Bajaj Consumer Care appoints Kiara Advani as brand ambassador for its almond hair oil brand,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Hotels,Hotels,EQ,25-JUN-2007,2,1,INE199C01026,2
4918,7906,2022-12-19,"Vodafone Idea has lost subscribers for 19th month in a row. In 2022 so far, it has lost nearly 2 cr subscribers",IDEA,Vodafone Idea Limited,Telecommunications - Service,Telecommunications - Service,EQ,09-MAR-2007,10,1,INE669E01016,10
4919,7907,2022-12-19,"#UPI Payment system has been phenomenally successful. Transactions worth 55% of #GDP are happening on UPI. Agri, different languages, credit access will see deployment of #AI, says Information Technology Minister @AshwiniVaishnaw at Google For India Event",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
4920,7908,2022-12-19,"CDSL buys office space at Marathon Futurex, Lower Parel for ₹163 crore",MARATHON,Marathon Nextgen Realty Limited,,,EQ,29-SEP-2016,5,1,INE182D01020,5
4921,7909,2022-12-19,"Bharti Airtel launches #5G services in #Shimla 

#BhartAirtel",BHARTIARTL,Bharti Airtel Limited,Telecommunications - Service,Telecommunications - Service,EQ,15-FEB-2002,5,1,INE397D01024,5
4922,7910,2022-12-19,"Yes Bank in focus 
Bank to sell identified stress worth ₹48,000 cr to JC Flowers ARC",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
4923,7911,2022-12-19,"L&T in focus
Company to sell its entire 51% stake in L&T IDPL to Epic Concesiones",L&TFH,L&T Finance Holdings Limited,Finance,Finance,EQ,12-AUG-2011,10,1,INE498L01015,10
4924,7912,2022-12-19,"KEC International bags new orders worth ₹1,313 cr",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-MAR-2006,2,1,INE389H01022,2
4925,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4926,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4927,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4928,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4929,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4930,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4931,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4932,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4933,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4934,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4935,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4936,7913,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-JUN-1998,10,1,INE672A01018,10
4937,7914,2022-12-19,"Market closes higher after slipping in last two sessions

Market regains Friday’s losses with Sensex & Nifty rising 1% each

Reliance, HDFC, ITC lift Nifty while IT majors (TCS & Infosys) drag",ITC,ITC Limited,,,EQ,23-AUG-1995,1,1,INE154A01025,1
4938,7916,2022-12-19,"#JustIn | Sterling & Wilson #promoters to sell up to 5.27% stake in company via #OFS

⭕️Promoter, Khurshed Daruvala to #sell 1.58% stake (#base issue: 1.07%, over #subscription: 0.51%)",STERTOOLS,Sterling Tools Limited,Fasteners,Fasteners,EQ,02-FEB-2006,2,1,INE334A01023,2
4939,7917,2022-12-19,NBCC India bags construction order worth Rs 69.3 cr from Odisha Power Transmission Corporation (#OPTCL),IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
4940,7918,2022-12-19,Dabur promoters likely to sell shares worth Rs 800 cr via block deals on Dec 20,20MICRONS,20 Microns Limited,Miscellaneous,Miscellaneous,EQ,06-OCT-2008,5,1,INE144J01027,5
4941,7919,2022-12-19,"Just Dial: Promoter Reliance Retail Ventures to sell 2% in co

RRVL to sell stake via open market sale to achieving minimum public shareholding",JUSTDIAL,Just Dial Limited,Miscellaneous,Miscellaneous,EQ,05-JUN-2013,10,1,INE599M01018,10
4942,7920,2022-12-19,IRB Infra board meeting on Jan 4 to consider stock split,IRB,IRB Infrastructure Developers Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,25-FEB-2008,10,1,INE821I01014,10
4943,7921,2022-12-19,"Just Dial: Promoter Reliance Retail Ventures to sell 2% in co

RRVL to sell stake via open market sale to achieving minimum public shareholding",JUSTDIAL,Just Dial Limited,Miscellaneous,Miscellaneous,EQ,05-JUN-2013,10,1,INE599M01018,10
4944,7923,2022-12-20,#NTPC starts commercial operations of 100 MW of 300 MW Nokhra Solar PV Project in Bikaner,SOLARINDS,Solar Industries India Limited,Electric Equipment,Electric Equipment,EQ,03-APR-2006,2,1,INE343H01029,2
